ORDER_NUMBER|LINE_STATUS|PRODUCT_NUMBER|ORDERED_PIECES|SHIPPED_PIECES|BILL_OF_LADING
order-1135|Closed|product-583|1234|1234|bill-number
order-1136|Closed|product-583|1|0|
order-1137|Closed|product-583|4000|1200|12
order-1137|Open|product-583|4000|2000|
order-1138|Closed|product-583|4000|1200|1235
order-1138|Closed|product-583|4000|2800|344
order-1139|Open|product-583|4000|1000|543543543
order-1139|Closed|product-583|4000|2800|543543
order-1140|Closed|product-741|1234|1234|bill-number
order-1141|Closed|product-741|1|0|
order-1142|Closed|product-741|4000|1200|12
order-1142|Open|product-741|4000|2000|
order-1143|Closed|product-741|4000|1200|1235
order-1143|Closed|product-741|4000|2800|344
order-1144|Open|product-741|4000|1000|543543543
order-1144|Closed|product-741|4000|2800|543543
order-1145|Closed|product-963|1234|1234|bill-number
order-1146|Closed|product-963|1|0|
order-1147|Closed|product-963|4000|1200|12
order-1147|Open|product-963|4000|2000|
order-1148|Closed|product-963|4000|1200|1235
order-1148|Closed|product-963|4000|2800|344
order-1149|Open|product-963|4000|1000|543543543
order-1149|Closed|product-963|4000|2800|543543
order-1150|Closed|product-224|1234|1234|bill-number
order-1151|Closed|product-224|1|0|
order-1152|Closed|product-224|4000|1200|12
order-1152|Open|product-224|4000|2000|
order-1153|Closed|product-224|4000|1200|1235
order-1153|Closed|product-224|4000|2800|344
order-1154|Open|product-224|4000|1000|543543543
order-1154|Closed|product-224|4000|2800|543543
order-1155|Closed|product-281|1234|1234|bill-number
order-1156|Closed|product-281|1|0|
order-1157|Closed|product-281|4000|1200|12
order-1157|Open|product-281|4000|2000|
order-1158|Closed|product-281|4000|1200|1235
order-1158|Closed|product-281|4000|2800|344
order-1159|Open|product-281|4000|1000|543543543
order-1159|Closed|product-281|4000|2800|543543
order-1160|Closed|product-658|1234|1234|bill-number
order-1161|Closed|product-658|1|0|
order-1162|Closed|product-658|4000|1200|12
order-1162|Open|product-658|4000|2000|
order-1163|Closed|product-658|4000|1200|1235
order-1163|Closed|product-658|4000|2800|344
order-1164|Open|product-658|4000|1000|543543543
order-1164|Closed|product-658|4000|2800|543543
order-1165|Closed|product-819|1234|1234|bill-number
order-1166|Closed|product-819|1|0|
order-1167|Closed|product-819|4000|1200|12
order-1167|Open|product-819|4000|2000|
order-1168|Closed|product-819|4000|1200|1235
order-1168|Closed|product-819|4000|2800|344
order-1169|Open|product-819|4000|1000|543543543
order-1169|Closed|product-819|4000|2800|543543
order-1170|Closed|product-75|1234|1234|bill-number
order-1171|Closed|product-75|1|0|
order-1172|Closed|product-75|4000|1200|12
order-1172|Open|product-75|4000|2000|
order-1173|Closed|product-75|4000|1200|1235
order-1173|Closed|product-75|4000|2800|344
order-1174|Open|product-75|4000|1000|543543543
order-1174|Closed|product-75|4000|2800|543543
order-1175|Closed|product-379|1234|1234|bill-number
order-1176|Closed|product-379|1|0|
order-1177|Closed|product-379|4000|1200|12
order-1177|Open|product-379|4000|2000|
order-1178|Closed|product-379|4000|1200|1235
order-1178|Closed|product-379|4000|2800|344
order-1179|Open|product-379|4000|1000|543543543
order-1179|Closed|product-379|4000|2800|543543
order-1180|Closed|product-115|1234|1234|bill-number
order-1181|Closed|product-115|1|0|
order-1182|Closed|product-115|4000|1200|12
order-1182|Open|product-115|4000|2000|
order-1183|Closed|product-115|4000|1200|1235
order-1183|Closed|product-115|4000|2800|344
order-1184|Open|product-115|4000|1000|543543543
order-1184|Closed|product-115|4000|2800|543543
order-1185|Closed|product-599|1234|1234|bill-number
order-1186|Closed|product-599|1|0|
order-1187|Closed|product-599|4000|1200|12
order-1187|Open|product-599|4000|2000|
order-1188|Closed|product-599|4000|1200|1235
order-1188|Closed|product-599|4000|2800|344
order-1189|Open|product-599|4000|1000|543543543
order-1189|Closed|product-599|4000|2800|543543
order-1190|Closed|product-575|1234|1234|bill-number
order-1191|Closed|product-575|1|0|
order-1192|Closed|product-575|4000|1200|12
order-1192|Open|product-575|4000|2000|
order-1193|Closed|product-575|4000|1200|1235
order-1193|Closed|product-575|4000|2800|344
order-1194|Open|product-575|4000|1000|543543543
order-1194|Closed|product-575|4000|2800|543543
order-1195|Closed|product-846|1234|1234|bill-number
order-1196|Closed|product-846|1|0|
order-1197|Closed|product-846|4000|1200|12
order-1197|Open|product-846|4000|2000|
order-1198|Closed|product-846|4000|1200|1235
order-1198|Closed|product-846|4000|2800|344
order-1199|Open|product-846|4000|1000|543543543
order-1199|Closed|product-846|4000|2800|543543
order-1200|Closed|product-726|1234|1234|bill-number
order-1201|Closed|product-726|1|0|
order-1202|Closed|product-726|4000|1200|12
order-1202|Open|product-726|4000|2000|
order-1203|Closed|product-726|4000|1200|1235
order-1203|Closed|product-726|4000|2800|344
order-1204|Open|product-726|4000|1000|543543543
order-1204|Closed|product-726|4000|2800|543543
order-1205|Closed|product-974|1234|1234|bill-number
order-1206|Closed|product-974|1|0|
order-1207|Closed|product-974|4000|1200|12
order-1207|Open|product-974|4000|2000|
order-1208|Closed|product-974|4000|1200|1235
order-1208|Closed|product-974|4000|2800|344
order-1209|Open|product-974|4000|1000|543543543
order-1209|Closed|product-974|4000|2800|543543
order-1210|Closed|product-902|1234|1234|bill-number
order-1211|Closed|product-902|1|0|
order-1212|Closed|product-902|4000|1200|12
order-1212|Open|product-902|4000|2000|
order-1213|Closed|product-902|4000|1200|1235
order-1213|Closed|product-902|4000|2800|344
order-1214|Open|product-902|4000|1000|543543543
order-1214|Closed|product-902|4000|2800|543543
order-1215|Closed|product-105|1234|1234|bill-number
order-1216|Closed|product-105|1|0|
order-1217|Closed|product-105|4000|1200|12
order-1217|Open|product-105|4000|2000|
order-1218|Closed|product-105|4000|1200|1235
order-1218|Closed|product-105|4000|2800|344
order-1219|Open|product-105|4000|1000|543543543
order-1219|Closed|product-105|4000|2800|543543
order-1220|Closed|product-414|1234|1234|bill-number
order-1221|Closed|product-414|1|0|
order-1222|Closed|product-414|4000|1200|12
order-1222|Open|product-414|4000|2000|
order-1223|Closed|product-414|4000|1200|1235
order-1223|Closed|product-414|4000|2800|344
order-1224|Open|product-414|4000|1000|543543543
order-1224|Closed|product-414|4000|2800|543543
order-1225|Closed|product-656|1234|1234|bill-number
order-1226|Closed|product-656|1|0|
order-1227|Closed|product-656|4000|1200|12
order-1227|Open|product-656|4000|2000|
order-1228|Closed|product-656|4000|1200|1235
order-1228|Closed|product-656|4000|2800|344
order-1229|Open|product-656|4000|1000|543543543
order-1229|Closed|product-656|4000|2800|543543
order-1230|Closed|product-816|1234|1234|bill-number
order-1231|Closed|product-816|1|0|
order-1232|Closed|product-816|4000|1200|12
order-1232|Open|product-816|4000|2000|
order-1233|Closed|product-816|4000|1200|1235
order-1233|Closed|product-816|4000|2800|344
order-1234|Open|product-816|4000|1000|543543543
order-1234|Closed|product-816|4000|2800|543543
order-1235|Closed|product-256|1234|1234|bill-number
order-1236|Closed|product-256|1|0|
order-1237|Closed|product-256|4000|1200|12
order-1237|Open|product-256|4000|2000|
order-1238|Closed|product-256|4000|1200|1235
order-1238|Closed|product-256|4000|2800|344
order-1239|Open|product-256|4000|1000|543543543
order-1239|Closed|product-256|4000|2800|543543
order-1240|Closed|product-426|1234|1234|bill-number
order-1241|Closed|product-426|1|0|
order-1242|Closed|product-426|4000|1200|12
order-1242|Open|product-426|4000|2000|
order-1243|Closed|product-426|4000|1200|1235
order-1243|Closed|product-426|4000|2800|344
order-1244|Open|product-426|4000|1000|543543543
order-1244|Closed|product-426|4000|2800|543543
order-1245|Closed|product-354|1234|1234|bill-number
order-1246|Closed|product-354|1|0|
order-1247|Closed|product-354|4000|1200|12
order-1247|Open|product-354|4000|2000|
order-1248|Closed|product-354|4000|1200|1235
order-1248|Closed|product-354|4000|2800|344
order-1249|Open|product-354|4000|1000|543543543
order-1249|Closed|product-354|4000|2800|543543
order-1250|Closed|product-830|1234|1234|bill-number
order-1251|Closed|product-830|1|0|
order-1252|Closed|product-830|4000|1200|12
order-1252|Open|product-830|4000|2000|
order-1253|Closed|product-830|4000|1200|1235
order-1253|Closed|product-830|4000|2800|344
order-1254|Open|product-830|4000|1000|543543543
order-1254|Closed|product-830|4000|2800|543543
order-1255|Closed|product-80|1234|1234|bill-number
order-1256|Closed|product-80|1|0|
order-1257|Closed|product-80|4000|1200|12
order-1257|Open|product-80|4000|2000|
order-1258|Closed|product-80|4000|1200|1235
order-1258|Closed|product-80|4000|2800|344
order-1259|Open|product-80|4000|1000|543543543
order-1259|Closed|product-80|4000|2800|543543
order-1260|Closed|product-385|1234|1234|bill-number
order-1261|Closed|product-385|1|0|
order-1262|Closed|product-385|4000|1200|12
order-1262|Open|product-385|4000|2000|
order-1263|Closed|product-385|4000|1200|1235
order-1263|Closed|product-385|4000|2800|344
order-1264|Open|product-385|4000|1000|543543543
order-1264|Closed|product-385|4000|2800|543543
order-1265|Closed|product-149|1234|1234|bill-number
order-1266|Closed|product-149|1|0|
order-1267|Closed|product-149|4000|1200|12
order-1267|Open|product-149|4000|2000|
order-1268|Closed|product-149|4000|1200|1235
order-1268|Closed|product-149|4000|2800|344
order-1269|Open|product-149|4000|1000|543543543
order-1269|Closed|product-149|4000|2800|543543
order-1270|Closed|product-916|1234|1234|bill-number
order-1271|Closed|product-916|1|0|
order-1272|Closed|product-916|4000|1200|12
order-1272|Open|product-916|4000|2000|
order-1273|Closed|product-916|4000|1200|1235
order-1273|Closed|product-916|4000|2800|344
order-1274|Open|product-916|4000|1000|543543543
order-1274|Closed|product-916|4000|2800|543543
order-1275|Closed|product-35|1234|1234|bill-number
order-1276|Closed|product-35|1|0|
order-1277|Closed|product-35|4000|1200|12
order-1277|Open|product-35|4000|2000|
order-1278|Closed|product-35|4000|1200|1235
order-1278|Closed|product-35|4000|2800|344
order-1279|Open|product-35|4000|1000|543543543
order-1279|Closed|product-35|4000|2800|543543
order-1280|Closed|product-108|1234|1234|bill-number
order-1281|Closed|product-108|1|0|
order-1282|Closed|product-108|4000|1200|12
order-1282|Open|product-108|4000|2000|
order-1283|Closed|product-108|4000|1200|1235
order-1283|Closed|product-108|4000|2800|344
order-1284|Open|product-108|4000|1000|543543543
order-1284|Closed|product-108|4000|2800|543543
order-1285|Closed|product-618|1234|1234|bill-number
order-1286|Closed|product-618|1|0|
order-1287|Closed|product-618|4000|1200|12
order-1287|Open|product-618|4000|2000|
order-1288|Closed|product-618|4000|1200|1235
order-1288|Closed|product-618|4000|2800|344
order-1289|Open|product-618|4000|1000|543543543
order-1289|Closed|product-618|4000|2800|543543
order-1290|Closed|product-6|1234|1234|bill-number
order-1291|Closed|product-6|1|0|
order-1292|Closed|product-6|4000|1200|12
order-1292|Open|product-6|4000|2000|
order-1293|Closed|product-6|4000|1200|1235
order-1293|Closed|product-6|4000|2800|344
order-1294|Open|product-6|4000|1000|543543543
order-1294|Closed|product-6|4000|2800|543543
order-1295|Closed|product-446|1234|1234|bill-number
order-1296|Closed|product-446|1|0|
order-1297|Closed|product-446|4000|1200|12
order-1297|Open|product-446|4000|2000|
order-1298|Closed|product-446|4000|1200|1235
order-1298|Closed|product-446|4000|2800|344
order-1299|Open|product-446|4000|1000|543543543
order-1299|Closed|product-446|4000|2800|543543
order-1300|Closed|product-590|1234|1234|bill-number
order-1301|Closed|product-590|1|0|
order-1302|Closed|product-590|4000|1200|12
order-1302|Open|product-590|4000|2000|
order-1303|Closed|product-590|4000|1200|1235
order-1303|Closed|product-590|4000|2800|344
order-1304|Open|product-590|4000|1000|543543543
order-1304|Closed|product-590|4000|2800|543543
order-1305|Closed|product-504|1234|1234|bill-number
order-1306|Closed|product-504|1|0|
order-1307|Closed|product-504|4000|1200|12
order-1307|Open|product-504|4000|2000|
order-1308|Closed|product-504|4000|1200|1235
order-1308|Closed|product-504|4000|2800|344
order-1309|Open|product-504|4000|1000|543543543
order-1309|Closed|product-504|4000|2800|543543
order-1310|Closed|product-42|1234|1234|bill-number
order-1311|Closed|product-42|1|0|
order-1312|Closed|product-42|4000|1200|12
order-1312|Open|product-42|4000|2000|
order-1313|Closed|product-42|4000|1200|1235
order-1313|Closed|product-42|4000|2800|344
order-1314|Open|product-42|4000|1000|543543543
order-1314|Closed|product-42|4000|2800|543543
order-1315|Closed|product-345|1234|1234|bill-number
order-1316|Closed|product-345|1|0|
order-1317|Closed|product-345|4000|1200|12
order-1317|Open|product-345|4000|2000|
order-1318|Closed|product-345|4000|1200|1235
order-1318|Closed|product-345|4000|2800|344
order-1319|Open|product-345|4000|1000|543543543
order-1319|Closed|product-345|4000|2800|543543
order-1320|Closed|product-888|1234|1234|bill-number
order-1321|Closed|product-888|1|0|
order-1322|Closed|product-888|4000|1200|12
order-1322|Open|product-888|4000|2000|
order-1323|Closed|product-888|4000|1200|1235
order-1323|Closed|product-888|4000|2800|344
order-1324|Open|product-888|4000|1000|543543543
order-1324|Closed|product-888|4000|2800|543543
order-1325|Closed|product-269|1234|1234|bill-number
order-1326|Closed|product-269|1|0|
order-1327|Closed|product-269|4000|1200|12
order-1327|Open|product-269|4000|2000|
order-1328|Closed|product-269|4000|1200|1235
order-1328|Closed|product-269|4000|2800|344
order-1329|Open|product-269|4000|1000|543543543
order-1329|Closed|product-269|4000|2800|543543
order-1330|Closed|product-994|1234|1234|bill-number
order-1331|Closed|product-994|1|0|
order-1332|Closed|product-994|4000|1200|12
order-1332|Open|product-994|4000|2000|
order-1333|Closed|product-994|4000|1200|1235
order-1333|Closed|product-994|4000|2800|344
order-1334|Open|product-994|4000|1000|543543543
order-1334|Closed|product-994|4000|2800|543543
order-1335|Closed|product-52|1234|1234|bill-number
order-1336|Closed|product-52|1|0|
order-1337|Closed|product-52|4000|1200|12
order-1337|Open|product-52|4000|2000|
order-1338|Closed|product-52|4000|1200|1235
order-1338|Closed|product-52|4000|2800|344
order-1339|Open|product-52|4000|1000|543543543
order-1339|Closed|product-52|4000|2800|543543
order-1340|Closed|product-863|1234|1234|bill-number
order-1341|Closed|product-863|1|0|
order-1342|Closed|product-863|4000|1200|12
order-1342|Open|product-863|4000|2000|
order-1343|Closed|product-863|4000|1200|1235
order-1343|Closed|product-863|4000|2800|344
order-1344|Open|product-863|4000|1000|543543543
order-1344|Closed|product-863|4000|2800|543543
order-1345|Closed|product-255|1234|1234|bill-number
order-1346|Closed|product-255|1|0|
order-1347|Closed|product-255|4000|1200|12
order-1347|Open|product-255|4000|2000|
order-1348|Closed|product-255|4000|1200|1235
order-1348|Closed|product-255|4000|2800|344
order-1349|Open|product-255|4000|1000|543543543
order-1349|Closed|product-255|4000|2800|543543
order-1350|Closed|product-70|1234|1234|bill-number
order-1351|Closed|product-70|1|0|
order-1352|Closed|product-70|4000|1200|12
order-1352|Open|product-70|4000|2000|
order-1353|Closed|product-70|4000|1200|1235
order-1353|Closed|product-70|4000|2800|344
order-1354|Open|product-70|4000|1000|543543543
order-1354|Closed|product-70|4000|2800|543543
order-1355|Closed|product-535|1234|1234|bill-number
order-1356|Closed|product-535|1|0|
order-1357|Closed|product-535|4000|1200|12
order-1357|Open|product-535|4000|2000|
order-1358|Closed|product-535|4000|1200|1235
order-1358|Closed|product-535|4000|2800|344
order-1359|Open|product-535|4000|1000|543543543
order-1359|Closed|product-535|4000|2800|543543
order-1360|Closed|product-593|1234|1234|bill-number
order-1361|Closed|product-593|1|0|
order-1362|Closed|product-593|4000|1200|12
order-1362|Open|product-593|4000|2000|
order-1363|Closed|product-593|4000|1200|1235
order-1363|Closed|product-593|4000|2800|344
order-1364|Open|product-593|4000|1000|543543543
order-1364|Closed|product-593|4000|2800|543543
order-1365|Closed|product-443|1234|1234|bill-number
order-1366|Closed|product-443|1|0|
order-1367|Closed|product-443|4000|1200|12
order-1367|Open|product-443|4000|2000|
order-1368|Closed|product-443|4000|1200|1235
order-1368|Closed|product-443|4000|2800|344
order-1369|Open|product-443|4000|1000|543543543
order-1369|Closed|product-443|4000|2800|543543
order-1370|Closed|product-101|1234|1234|bill-number
order-1371|Closed|product-101|1|0|
order-1372|Closed|product-101|4000|1200|12
order-1372|Open|product-101|4000|2000|
order-1373|Closed|product-101|4000|1200|1235
order-1373|Closed|product-101|4000|2800|344
order-1374|Open|product-101|4000|1000|543543543
order-1374|Closed|product-101|4000|2800|543543
order-1375|Closed|product-530|1234|1234|bill-number
order-1376|Closed|product-530|1|0|
order-1377|Closed|product-530|4000|1200|12
order-1377|Open|product-530|4000|2000|
order-1378|Closed|product-530|4000|1200|1235
order-1378|Closed|product-530|4000|2800|344
order-1379|Open|product-530|4000|1000|543543543
order-1379|Closed|product-530|4000|2800|543543
order-1380|Closed|product-222|1234|1234|bill-number
order-1381|Closed|product-222|1|0|
order-1382|Closed|product-222|4000|1200|12
order-1382|Open|product-222|4000|2000|
order-1383|Closed|product-222|4000|1200|1235
order-1383|Closed|product-222|4000|2800|344
order-1384|Open|product-222|4000|1000|543543543
order-1384|Closed|product-222|4000|2800|543543
order-1385|Closed|product-851|1234|1234|bill-number
order-1386|Closed|product-851|1|0|
order-1387|Closed|product-851|4000|1200|12
order-1387|Open|product-851|4000|2000|
order-1388|Closed|product-851|4000|1200|1235
order-1388|Closed|product-851|4000|2800|344
order-1389|Open|product-851|4000|1000|543543543
order-1389|Closed|product-851|4000|2800|543543
order-1390|Closed|product-763|1234|1234|bill-number
order-1391|Closed|product-763|1|0|
order-1392|Closed|product-763|4000|1200|12
order-1392|Open|product-763|4000|2000|
order-1393|Closed|product-763|4000|1200|1235
order-1393|Closed|product-763|4000|2800|344
order-1394|Open|product-763|4000|1000|543543543
order-1394|Closed|product-763|4000|2800|543543
order-1395|Closed|product-832|1234|1234|bill-number
order-1396|Closed|product-832|1|0|
order-1397|Closed|product-832|4000|1200|12
order-1397|Open|product-832|4000|2000|
order-1398|Closed|product-832|4000|1200|1235
order-1398|Closed|product-832|4000|2800|344
order-1399|Open|product-832|4000|1000|543543543
order-1399|Closed|product-832|4000|2800|543543
order-1400|Closed|product-505|1234|1234|bill-number
order-1401|Closed|product-505|1|0|
order-1402|Closed|product-505|4000|1200|12
order-1402|Open|product-505|4000|2000|
order-1403|Closed|product-505|4000|1200|1235
order-1403|Closed|product-505|4000|2800|344
order-1404|Open|product-505|4000|1000|543543543
order-1404|Closed|product-505|4000|2800|543543
order-1405|Closed|product-396|1234|1234|bill-number
order-1406|Closed|product-396|1|0|
order-1407|Closed|product-396|4000|1200|12
order-1407|Open|product-396|4000|2000|
order-1408|Closed|product-396|4000|1200|1235
order-1408|Closed|product-396|4000|2800|344
order-1409|Open|product-396|4000|1000|543543543
order-1409|Closed|product-396|4000|2800|543543
order-1410|Closed|product-910|1234|1234|bill-number
order-1411|Closed|product-910|1|0|
order-1412|Closed|product-910|4000|1200|12
order-1412|Open|product-910|4000|2000|
order-1413|Closed|product-910|4000|1200|1235
order-1413|Closed|product-910|4000|2800|344
order-1414|Open|product-910|4000|1000|543543543
order-1414|Closed|product-910|4000|2800|543543
order-1415|Closed|product-304|1234|1234|bill-number
order-1416|Closed|product-304|1|0|
order-1417|Closed|product-304|4000|1200|12
order-1417|Open|product-304|4000|2000|
order-1418|Closed|product-304|4000|1200|1235
order-1418|Closed|product-304|4000|2800|344
order-1419|Open|product-304|4000|1000|543543543
order-1419|Closed|product-304|4000|2800|543543
order-1420|Closed|product-669|1234|1234|bill-number
order-1421|Closed|product-669|1|0|
order-1422|Closed|product-669|4000|1200|12
order-1422|Open|product-669|4000|2000|
order-1423|Closed|product-669|4000|1200|1235
order-1423|Closed|product-669|4000|2800|344
order-1424|Open|product-669|4000|1000|543543543
order-1424|Closed|product-669|4000|2800|543543
order-1425|Closed|product-742|1234|1234|bill-number
order-1426|Closed|product-742|1|0|
order-1427|Closed|product-742|4000|1200|12
order-1427|Open|product-742|4000|2000|
order-1428|Closed|product-742|4000|1200|1235
order-1428|Closed|product-742|4000|2800|344
order-1429|Open|product-742|4000|1000|543543543
order-1429|Closed|product-742|4000|2800|543543
order-1430|Closed|product-510|1234|1234|bill-number
order-1431|Closed|product-510|1|0|
order-1432|Closed|product-510|4000|1200|12
order-1432|Open|product-510|4000|2000|
order-1433|Closed|product-510|4000|1200|1235
order-1433|Closed|product-510|4000|2800|344
order-1434|Open|product-510|4000|1000|543543543
order-1434|Closed|product-510|4000|2800|543543
order-1435|Closed|product-768|1234|1234|bill-number
order-1436|Closed|product-768|1|0|
order-1437|Closed|product-768|4000|1200|12
order-1437|Open|product-768|4000|2000|
order-1438|Closed|product-768|4000|1200|1235
order-1438|Closed|product-768|4000|2800|344
order-1439|Open|product-768|4000|1000|543543543
order-1439|Closed|product-768|4000|2800|543543
order-1440|Closed|product-772|1234|1234|bill-number
order-1441|Closed|product-772|1|0|
order-1442|Closed|product-772|4000|1200|12
order-1442|Open|product-772|4000|2000|
order-1443|Closed|product-772|4000|1200|1235
order-1443|Closed|product-772|4000|2800|344
order-1444|Open|product-772|4000|1000|543543543
order-1444|Closed|product-772|4000|2800|543543
order-1445|Closed|product-716|1234|1234|bill-number
order-1446|Closed|product-716|1|0|
order-1447|Closed|product-716|4000|1200|12
order-1447|Open|product-716|4000|2000|
order-1448|Closed|product-716|4000|1200|1235
order-1448|Closed|product-716|4000|2800|344
order-1449|Open|product-716|4000|1000|543543543
order-1449|Closed|product-716|4000|2800|543543
order-1450|Closed|product-8|1234|1234|bill-number
order-1451|Closed|product-8|1|0|
order-1452|Closed|product-8|4000|1200|12
order-1452|Open|product-8|4000|2000|
order-1453|Closed|product-8|4000|1200|1235
order-1453|Closed|product-8|4000|2800|344
order-1454|Open|product-8|4000|1000|543543543
order-1454|Closed|product-8|4000|2800|543543
order-1455|Closed|product-50|1234|1234|bill-number
order-1456|Closed|product-50|1|0|
order-1457|Closed|product-50|4000|1200|12
order-1457|Open|product-50|4000|2000|
order-1458|Closed|product-50|4000|1200|1235
order-1458|Closed|product-50|4000|2800|344
order-1459|Open|product-50|4000|1000|543543543
order-1459|Closed|product-50|4000|2800|543543
order-1460|Closed|product-949|1234|1234|bill-number
order-1461|Closed|product-949|1|0|
order-1462|Closed|product-949|4000|1200|12
order-1462|Open|product-949|4000|2000|
order-1463|Closed|product-949|4000|1200|1235
order-1463|Closed|product-949|4000|2800|344
order-1464|Open|product-949|4000|1000|543543543
order-1464|Closed|product-949|4000|2800|543543
order-1465|Closed|product-506|1234|1234|bill-number
order-1466|Closed|product-506|1|0|
order-1467|Closed|product-506|4000|1200|12
order-1467|Open|product-506|4000|2000|
order-1468|Closed|product-506|4000|1200|1235
order-1468|Closed|product-506|4000|2800|344
order-1469|Open|product-506|4000|1000|543543543
order-1469|Closed|product-506|4000|2800|543543
order-1470|Closed|product-243|1234|1234|bill-number
order-1471|Closed|product-243|1|0|
order-1472|Closed|product-243|4000|1200|12
order-1472|Open|product-243|4000|2000|
order-1473|Closed|product-243|4000|1200|1235
order-1473|Closed|product-243|4000|2800|344
order-1474|Open|product-243|4000|1000|543543543
order-1474|Closed|product-243|4000|2800|543543
order-1475|Closed|product-377|1234|1234|bill-number
order-1476|Closed|product-377|1|0|
order-1477|Closed|product-377|4000|1200|12
order-1477|Open|product-377|4000|2000|
order-1478|Closed|product-377|4000|1200|1235
order-1478|Closed|product-377|4000|2800|344
order-1479|Open|product-377|4000|1000|543543543
order-1479|Closed|product-377|4000|2800|543543
order-1480|Closed|product-804|1234|1234|bill-number
order-1481|Closed|product-804|1|0|
order-1482|Closed|product-804|4000|1200|12
order-1482|Open|product-804|4000|2000|
order-1483|Closed|product-804|4000|1200|1235
order-1483|Closed|product-804|4000|2800|344
order-1484|Open|product-804|4000|1000|543543543
order-1484|Closed|product-804|4000|2800|543543
order-1485|Closed|product-145|1234|1234|bill-number
order-1486|Closed|product-145|1|0|
order-1487|Closed|product-145|4000|1200|12
order-1487|Open|product-145|4000|2000|
order-1488|Closed|product-145|4000|1200|1235
order-1488|Closed|product-145|4000|2800|344
order-1489|Open|product-145|4000|1000|543543543
order-1489|Closed|product-145|4000|2800|543543
order-1490|Closed|product-113|1234|1234|bill-number
order-1491|Closed|product-113|1|0|
order-1492|Closed|product-113|4000|1200|12
order-1492|Open|product-113|4000|2000|
order-1493|Closed|product-113|4000|1200|1235
order-1493|Closed|product-113|4000|2800|344
order-1494|Open|product-113|4000|1000|543543543
order-1494|Closed|product-113|4000|2800|543543
order-1495|Closed|product-995|1234|1234|bill-number
order-1496|Closed|product-995|1|0|
order-1497|Closed|product-995|4000|1200|12
order-1497|Open|product-995|4000|2000|
order-1498|Closed|product-995|4000|1200|1235
order-1498|Closed|product-995|4000|2800|344
order-1499|Open|product-995|4000|1000|543543543
order-1499|Closed|product-995|4000|2800|543543
order-1500|Closed|product-230|1234|1234|bill-number
order-1501|Closed|product-230|1|0|
order-1502|Closed|product-230|4000|1200|12
order-1502|Open|product-230|4000|2000|
order-1503|Closed|product-230|4000|1200|1235
order-1503|Closed|product-230|4000|2800|344
order-1504|Open|product-230|4000|1000|543543543
order-1504|Closed|product-230|4000|2800|543543
order-1505|Closed|product-523|1234|1234|bill-number
order-1506|Closed|product-523|1|0|
order-1507|Closed|product-523|4000|1200|12
order-1507|Open|product-523|4000|2000|
order-1508|Closed|product-523|4000|1200|1235
order-1508|Closed|product-523|4000|2800|344
order-1509|Open|product-523|4000|1000|543543543
order-1509|Closed|product-523|4000|2800|543543
order-1510|Closed|product-294|1234|1234|bill-number
order-1511|Closed|product-294|1|0|
order-1512|Closed|product-294|4000|1200|12
order-1512|Open|product-294|4000|2000|
order-1513|Closed|product-294|4000|1200|1235
order-1513|Closed|product-294|4000|2800|344
order-1514|Open|product-294|4000|1000|543543543
order-1514|Closed|product-294|4000|2800|543543
order-1515|Closed|product-754|1234|1234|bill-number
order-1516|Closed|product-754|1|0|
order-1517|Closed|product-754|4000|1200|12
order-1517|Open|product-754|4000|2000|
order-1518|Closed|product-754|4000|1200|1235
order-1518|Closed|product-754|4000|2800|344
order-1519|Open|product-754|4000|1000|543543543
order-1519|Closed|product-754|4000|2800|543543
order-1520|Closed|product-843|1234|1234|bill-number
order-1521|Closed|product-843|1|0|
order-1522|Closed|product-843|4000|1200|12
order-1522|Open|product-843|4000|2000|
order-1523|Closed|product-843|4000|1200|1235
order-1523|Closed|product-843|4000|2800|344
order-1524|Open|product-843|4000|1000|543543543
order-1524|Closed|product-843|4000|2800|543543
order-1525|Closed|product-694|1234|1234|bill-number
order-1526|Closed|product-694|1|0|
order-1527|Closed|product-694|4000|1200|12
order-1527|Open|product-694|4000|2000|
order-1528|Closed|product-694|4000|1200|1235
order-1528|Closed|product-694|4000|2800|344
order-1529|Open|product-694|4000|1000|543543543
order-1529|Closed|product-694|4000|2800|543543
order-1530|Closed|product-925|1234|1234|bill-number
order-1531|Closed|product-925|1|0|
order-1532|Closed|product-925|4000|1200|12
order-1532|Open|product-925|4000|2000|
order-1533|Closed|product-925|4000|1200|1235
order-1533|Closed|product-925|4000|2800|344
order-1534|Open|product-925|4000|1000|543543543
order-1534|Closed|product-925|4000|2800|543543
order-1535|Closed|product-710|1234|1234|bill-number
order-1536|Closed|product-710|1|0|
order-1537|Closed|product-710|4000|1200|12
order-1537|Open|product-710|4000|2000|
order-1538|Closed|product-710|4000|1200|1235
order-1538|Closed|product-710|4000|2800|344
order-1539|Open|product-710|4000|1000|543543543
order-1539|Closed|product-710|4000|2800|543543
order-1540|Closed|product-983|1234|1234|bill-number
order-1541|Closed|product-983|1|0|
order-1542|Closed|product-983|4000|1200|12
order-1542|Open|product-983|4000|2000|
order-1543|Closed|product-983|4000|1200|1235
order-1543|Closed|product-983|4000|2800|344
order-1544|Open|product-983|4000|1000|543543543
order-1544|Closed|product-983|4000|2800|543543
order-1545|Closed|product-85|1234|1234|bill-number
order-1546|Closed|product-85|1|0|
order-1547|Closed|product-85|4000|1200|12
